Start;End;Sleep Quality;Regularity;Mood;Heart rate (bpm);Steps;Alarm mode;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Time asleep (seconds);Time before sleep (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°F);Weather type;Notes
2022-12-21 23:28:29;2022-12-22 08:34:50;87%;67%;;69;2192;Normal;0.0;;677.4;32780.5;28846.8;2294.6;;;false;0.0;32.0;No weather;
2022-12-23 01:23:48;2022-12-23 10:06:36;87%;74%;;73;2497;Normal;0.0;;626.2;31367.6;29171.9;627.4;;;false;0.0;32.0;No weather;
2022-12-24 01:56:13;2022-12-24 09:30:29;80%;79%;;59;1516;Normal;0.0;;511.0;27255.7;23349.0;545.1;;;false;0.0;32.0;No weather;
2022-12-26 00:46:14;2022-12-26 09:06:32;86%;89%;;60;2252;Normal;0.0;;462.9;30018.2;27816.9;600.4;;;false;0.0;32.0;No weather;
2022-12-28 01:28:15;2022-12-28 07:12:19;44%;78%;;88;2012;Normal;0.0;;1156.2;20644.1;18854.9;412.9;;;false;0.0;32.0;No weather;
2022-12-30 00:26:25;2022-12-30 07:22:54;71%;90%;;70;2797;Normal;0.0;;774.0;24988.8;22656.5;499.8;;;false;0.0;32.0;No weather;
2022-12-31 01:41:04;2022-12-31 08:21:51;75%;86%;;63;2761;Normal;0.0;;393.4;24047.0;19718.5;1923.8;;;false;0.0;32.0;No weather;
2023-01-02 06:05:06;2023-01-02 11:26:26;57%;-89%;;64;3420;Normal;0.0;;503.1;19280.7;15681.6;1478.2;;;false;0.0;32.0;No weather;
2023-01-03 01:31:31;2023-01-03 06:41:12;48%;0%;;63;4585;Normal;0.0;;791.3;18581.5;14989.1;1424.6;;;false;0.0;32.0;No weather;
2023-01-04 00:42:07;2023-01-04 11:23:14;75%;-56%;;59;2100;Normal;0.0;;1032.5;38467.4;33594.8;2308.0;;;false;0.0;32.0;No weather;
2023-01-05 02:53:27;2023-01-05 12:33:04;82%;8%;;68;1128;Normal;0.0;;863.0;34776.7;30255.7;2666.2;;;false;0.0;32.0;No weather;
2023-01-06 00:49:47;2023-01-06 07:46:33;64%;20%;;59;1848;Normal;0.0;;840.5;25006.2;23172.5;500.1;;;false;0.0;32.0;No weather;
2023-01-07 01:37:38;2023-01-07 10:24:56;90%;62%;;59;2958;Normal;0.0;;569.1;31637.9;27735.9;3902.0;;;false;0.0;32.0;No weather;
2023-01-08 02:56:17;2023-01-08 10:59:13;85%;66%;;56;3325;Normal;0.0;;568.5;28975.7;27044.0;579.5;;;false;0.0;32.0;No weather;
2023-01-09 03:43:30;2023-01-09 11:28:30;80%;82%;;55;2718;Normal;0.0;;763.4;27900.0;22692.0;4185.0;;;false;0.0;32.0;No weather;
2023-01-09 23:50:57;2023-01-10 06:51:42;79%;68%;;60;1597;Normal;0.0;;414.0;25244.9;23225.3;2019.6;;;false;0.0;32.0;No weather;
2023-01-10 07:44:39;2023-01-10 10:19:37;26%;19%;;58;1616;Normal;0.0;;631.4;9297.9;7035.4;186.0;;;false;0.0;32.0;No weather;
2023-01-10 22:34:04;2023-01-11 00:50:03;24%;0%;;75;2112;Normal;0.0;;599.1;8158.4;4514.3;2066.8;;;false;0.0;32.0;No weather;
2023-01-11 03:06:20;2023-01-11 07:46:30;51%;61%;;60;2271;Normal;0.0;;318.1;16810.3;15129.3;336.2;;;false;0.0;32.0;No weather;
2023-01-12 03:16:14;2023-01-12 09:20:59;74%;60%;;61;2718;Normal;0.0;;243.0;21884.9;17070.2;1604.9;;;false;0.0;32.0;No weather;
2023-01-13 01:28:21;2023-01-13 08:25:00;44%;76%;;60;991;Normal;0.0;;743.4;24998.4;16665.6;500.0;;;false;0.0;32.0;No weather;
2023-01-14 02:55:53;2023-01-14 10:19:49;77%;78%;;60;2140;Normal;0.0;;575.2;26636.0;24149.9;532.7;;;false;0.0;32.0;No weather;
2023-01-16 00:30:23;2023-01-16 10:04:16;93%;75%;;55;1393;Normal;0.0;;595.6;34433.8;29383.5;3443.4;;;false;0.0;32.0;No weather;
2023-01-17 05:46:55;2023-01-17 08:38:13;34%;61%;;64;3213;Normal;0.0;;227.5;10277.7;7639.8;2638.0;;;false;0.0;32.0;No weather;
2023-01-17 23:49:32;2023-01-18 07:46:03;85%;44%;;60;3101;Normal;0.0;;338.5;28591.0;22682.2;2763.8;;;false;0.0;32.0;No weather;
2023-01-20 02:03:04;2023-01-20 08:50:23;70%;58%;;67;3253;Normal;0.0;;332.9;24438.6;23949.8;488.8;;;false;0.0;32.0;No weather;
2023-01-22 01:03:55;2023-01-22 08:01:23;82%;85%;;64;1862;Normal;0.0;;311.7;25048.1;22125.8;1335.9;;;false;0.0;32.0;No weather;
2023-01-23 22:30:19;2023-01-24 08:36:54;70%;74%;;90;3929;Normal;0.0;;1122.4;36395.6;33726.6;727.9;;;false;0.0;32.0;No weather;
2023-01-24 23:35:07;2023-01-25 09:13:04;100%;80%;;63;2861;Normal;0.0;;414.7;34677.8;32597.1;693.6;;;false;0.0;32.0;No weather;
2023-01-25 22:49:24;2023-01-26 07:21:23;73%;82%;;52;900;Normal;0.0;;972.1;30719.0;28363.9;614.4;;;false;0.0;32.0;No weather;
2023-01-26 23:48:27;2023-01-27 07:46:26;87%;84%;;57;1802;Normal;0.0;;495.5;28679.5;25238.0;573.6;;;false;0.0;32.0;No weather;
2023-01-27 23:51:33;2023-01-28 04:02:30;51%;78%;;94;3070;Normal;0.0;;193.4;15056.9;10088.1;2961.2;;;false;0.0;32.0;No weather;
2023-01-30 00:56:31;2023-01-30 07:22:44;70%;66%;;54;2492;Normal;0.0;;488.4;23173.1;20778.5;463.5;;;false;0.0;32.0;No weather;
2023-01-31 02:53:46;2023-01-31 07:23:46;52%;73%;;58;2452;Normal;0.0;;341.2;16200.0;14634.0;324.0;;;false;0.0;32.0;No weather;
2023-02-01 05:55:35;2023-02-01 08:38:05;31%;74%;;58;1347;Normal;0.0;;374.3;9749.4;8287.0;195.0;;;false;0.0;32.0;No weather;
2023-02-02 00:49:13;2023-02-02 08:34:41;72%;68%;;60;3895;Normal;0.0;;468.6;27928.6;24018.6;3910.0;;;false;0.0;32.0;No weather;
2023-02-03 02:08:57;2023-02-03 07:44:13;61%;68%;;58;1506;Normal;0.0;;469.7;20116.0;14483.5;2548.0;;;false;0.0;32.0;No weather;
2023-02-04 01:49:39;2023-02-04 09:41:58;73%;73%;;60;1347;Normal;0.0;;797.5;28338.9;23899.1;566.8;;;false;0.0;32.0;No weather;
2023-02-05 04:35:17;2023-02-05 10:31:17;62%;78%;Good;58;1341;Normal;96.3;Yakima;56.6;21360.4;20933.2;427.2;2023-02-05 10:00:00;2023-02-05 10:30:00;true;4066.0;35.2;Rain;Late Night TV:Stressful day:Tired
2023-02-06 01:22:20;2023-02-06 04:40:24;28%;59%;;68;1901;Normal;0.0;Yakima;1005.4;11884.0;8516.9;2020.3;;;false;0.0;32.0;No weather;
2023-02-06 23:59:56;2023-02-07 08:00:34;82%;52%;;60;5125;Normal;0.0;;279.1;28838.1;22205.3;1922.5;;;false;0.0;32.0;No weather;
2023-02-10 02:10:33;2023-02-10 06:16:14;50%;67%;;67;2133;Normal;0.0;;166.8;14740.6;11939.9;2800.7;;;false;0.0;32.0;No weather;
2023-02-11 00:46:18;2023-02-11 05:32:02;33%;82%;;115;1708;Normal;0.0;;1356.5;17144.3;13658.3;342.9;;;false;0.0;32.0;No weather;
2023-02-13 02:03:38;2023-02-13 07:54:20;61%;76%;;52;1370;Normal;0.0;;568.9;21042.4;17956.2;420.8;;;false;0.0;32.0;No weather;
2023-02-13 22:34:33;2023-02-14 09:53:22;81%;62%;;56;2205;Normal;0.0;;897.1;40729.5;38285.7;814.6;;;false;0.0;32.0;No weather;
2023-02-16 03:37:20;2023-02-16 07:27:20;46%;46%;;60;1087;Normal;0.0;;198.9;13800.0;9890.0;2254.0;;;false;0.0;32.0;No weather;
2023-02-17 00:20:59;2023-02-17 07:41:45;78%;54%;;66;1811;Normal;0.0;;523.4;26445.3;22037.7;1057.8;;;false;0.0;32.0;No weather;
