Start;End;Sleep Quality;Regularity;Mood;Heart rate (bpm);Steps;Alarm mode;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Time asleep (seconds);Time before sleep (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°F);Weather type;Notes
2021-10-28 00:14:50;2021-10-28 07:36:19;87%;-66%;;48;3272;Normal;0.0;;243.8;26489.9;21810.0;1501.1;;;false;0.0;32.0;No weather;
2021-11-03 01:13:53;2021-11-03 08:19:59;83%;0%;;0;0;Normal;0.0;;249.5;25566.5;23265.5;511.3;;;false;0.0;32.0;No weather;
2021-11-04 00:13:34;2021-11-04 06:30:18;76%;76%;;0;0;Normal;0.0;;196.2;22604.4;14918.9;4068.8;;;false;0.0;32.0;No weather;
2021-11-07 01:36:19;2021-11-07 09:32:39;79%;47%;;0;0;Normal;0.0;;387.6;28579.9;26944.3;1618.6;;;false;0.0;32.0;No weather;
2021-11-09 00:55:35;2021-11-09 06:06:37;39%;49%;;0;0;Normal;0.0;;723.9;18661.8;14855.5;372.9;;;false;0.0;32.0;No weather;
2021-11-16 00:21:28;2021-11-16 07:01:08;69%;0%;;52;8591;Normal;0.0;;383.4;23979.6;19503.4;479.6;;;false;0.0;32.0;No weather;
2021-11-17 01:21:20;2021-11-17 08:04:45;50%;83%;;51;2355;Normal;0.0;;723.4;24204.8;15733.2;8471.7;;;false;0.0;32.0;No weather;
2021-11-20 13:18:40;2021-11-20 14:39:41;18%;0%;;0;0;Normal;101.3;Hermiston;0.0;4860.5;631.9;4228.7;2021-11-20 15:00:00;2021-11-20 15:30:00;false;0.0;32.0;No weather;Nap
2021-11-21 06:41:26;2021-11-21 14:43:10;81%;0%;OK;60;6126;Normal;101.5;Hermiston;71.3;28903.3;24567.8;578.1;2021-11-21 15:00:00;2021-11-21 15:30:00;true;1575.9;33.3;Fog;Daylight:Tired
2021-11-22 22:36:40;2021-11-23 06:00:36;76%;-105%;Good;50;3976;Normal;97.1;Yakima;115.7;26636.1;22463.1;1775.7;2021-11-23 06:00:00;2021-11-23 06:00:00;true;151.4;30.9;Cloudy;Good day:Tired
2021-11-25 03:32:03;2021-11-25 10:32:48;76%;-42%;;53;1376;Normal;0.0;;323.7;25244.9;21963.0;1346.4;;;false;0.0;32.0;No weather;
2021-11-26 00:39:35;2021-11-26 07:05:02;61%;34%;;54;3559;Normal;0.0;;490.5;23126.8;18270.2;1387.6;;;false;0.0;32.0;No weather;
2021-11-30 00:17:56;2021-11-30 07:31:34;78%;0%;;50;2123;Normal;0.0;;341.0;26018.5;25498.1;520.4;;;false;0.0;32.0;No weather;
2021-12-02 23:07:49;2021-12-03 07:30:32;86%;90%;;53;2079;Normal;0.0;;337.6;30162.2;24129.8;2312.4;;;false;0.0;32.0;No weather;
2021-12-03 23:23:37;2021-12-04 07:37:58;89%;97%;;55;3730;Normal;0.0;;329.8;29660.8;29067.6;593.2;;;false;0.0;32.0;No weather;
2021-12-05 00:43:10;2021-12-05 07:35:57;71%;93%;Good;0;5152;Normal;98.0;Yakima;56.1;24766.4;21299.1;2229.0;2021-12-05 07:30:00;2021-12-05 08:00:00;true;61.3;35.8;Partly cloudy;Good day:Late Night TV:Mate - During Day:Tired
2021-12-07 01:24:09;2021-12-07 08:01:25;71%;90%;;53;1170;Normal;0.0;;348.6;23836.1;20101.8;2065.8;;;false;0.0;32.0;No weather;
2021-12-08 00:55:13;2021-12-08 08:00:58;70%;93%;;94;2048;Normal;0.0;;436.8;25544.8;22394.2;510.9;;;false;0.0;32.0;No weather;
2021-12-09 23:14:31;2021-12-10 08:02:03;94%;91%;;52;3341;Normal;0.0;;351.0;31652.4;26377.0;633.0;;;false;0.0;32.0;No weather;
2021-12-13 23:51:43;2021-12-14 07:30:32;79%;0%;;56;1002;Normal;0.0;;202.6;27528.6;21472.3;2569.3;;;false;0.0;32.0;No weather;
2021-12-14 23:55:48;2021-12-15 07:07:08;74%;96%;;95;1727;Normal;0.0;;326.5;25879.7;23205.5;517.6;;;false;0.0;32.0;No weather;
2021-12-15 23:59:16;2021-12-16 05:30:30;63%;91%;;60;3356;Normal;0.0;;258.3;19874.7;16098.5;397.5;;;false;0.0;32.0;No weather;
2021-12-16 23:35:52;2021-12-17 07:05:02;80%;89%;;52;3034;Normal;0.0;;339.4;26949.3;19403.5;3862.7;;;false;0.0;32.0;No weather;
2021-12-19 22:41:36;2021-12-20 07:09:09;88%;92%;;60;2497;Normal;0.0;;366.0;30452.6;26493.8;2537.7;;;false;0.0;32.0;No weather;
2021-12-22 00:29:58;2021-12-22 07:30:32;73%;82%;;65;6637;Normal;0.0;;363.3;25234.0;21785.4;504.7;;;false;0.0;32.0;No weather;
2021-12-24 00:28:40;2021-12-24 09:00:51;91%;87%;;59;4819;Normal;0.0;;334.7;30731.7;23561.0;614.6;;;false;0.0;32.0;No weather;
2021-12-25 22:59:20;2021-12-26 08:00:49;90%;79%;;63;5099;Normal;0.0;;396.4;32489.3;27507.6;4981.7;;;false;0.0;32.0;No weather;
2021-12-28 00:17:59;2021-12-28 08:05:31;91%;88%;;67;2555;Normal;0.0;;233.7;28051.3;23656.6;1589.6;;;false;0.0;32.0;No weather;
2021-12-28 23:51:30;2021-12-29 06:45:31;76%;87%;;53;4193;Normal;0.0;;292.8;24841.2;20535.4;2318.5;;;false;0.0;32.0;No weather;
2021-12-29 23:33:19;2021-12-30 07:10:00;78%;90%;;55;3630;Normal;0.0;;349.4;27400.3;25299.6;2100.7;;;false;0.0;32.0;No weather;
2022-01-02 02:38:07;2022-01-02 08:36:31;60%;62%;Good;55;2123;Normal;97.9;Yakima;87.3;21504.3;18135.3;430.1;2022-01-02 08:30:00;2022-01-02 09:00:00;true;927.3;15.3;Cloudy;Energy Drink - During Day:Late Night TV:Tired
2022-01-03 00:12:00;2022-01-03 07:00:00;73%;66%;Good;59;3964;Normal;96.2;Yakima;55.8;24480.3;20808.2;1224.0;2022-01-03 06:50:00;2022-01-03 07:20:00;true;109.0;22.3;Snow;Good day:Late Night TV:Tired
2022-01-04 00:51:59;2022-01-04 06:54:52;59%;80%;Good;59;4714;Normal;96.8;Yakima;106.4;21772.5;17490.6;435.4;2022-01-04 06:50:00;2022-01-04 07:20:00;true;2471.3;24.1;Partly cloudy;Energy Drink - During Day:Good day:Late Night TV:Tired:Worked out
2022-01-04 23:50:47;2022-01-05 07:10:01;75%;83%;;58;1458;Normal;0.0;;550.3;26354.5;20995.7;3865.3;;;false;0.0;32.0;No weather;
2022-01-06 00:12:29;2022-01-06 07:00:31;70%;93%;;53;1894;Normal;0.0;;370.7;24482.0;23992.4;489.6;;;false;0.0;32.0;No weather;
2022-01-06 23:15:58;2022-01-07 07:06:42;72%;92%;;63;1836;Normal;0.0;;482.3;28243.7;25325.2;2918.5;;;false;0.0;32.0;No weather;
2022-01-18 01:15:36;2022-01-18 06:32:21;53%;0%;;55;3344;Normal;0.0;;398.7;19005.6;15584.6;3421.0;;;false;0.0;32.0;No weather;
2022-01-18 22:33:54;2022-01-19 06:37:51;83%;77%;;52;2252;Normal;0.0;;368.6;29036.3;23616.2;2419.7;;;false;0.0;32.0;No weather;
2022-01-19 23:51:18;2022-01-20 06:30:59;75%;83%;;58;1577;Normal;0.0;;281.1;23980.8;20143.9;3836.9;;;false;0.0;32.0;No weather;
2022-01-21 00:25:25;2022-01-21 07:25:00;76%;84%;;59;3382;Normal;0.0;;313.3;25175.2;22573.8;503.5;;;false;0.0;32.0;No weather;
2022-01-22 01:37:31;2022-01-22 07:25:00;64%;89%;;58;1764;Normal;0.0;;297.3;20849.4;18417.0;834.0;;;false;0.0;32.0;No weather;
2022-01-24 00:05:32;2022-01-24 07:22:18;75%;88%;;53;1419;Normal;0.0;;282.0;26205.5;23847.0;524.1;;;false;0.0;32.0;No weather;
2022-01-25 00:03:30;2022-01-25 07:09:53;73%;92%;;63;1267;Normal;0.0;;346.3;25582.5;22853.7;1023.3;;;false;0.0;32.0;No weather;
2022-01-26 01:29:37;2022-01-26 07:07:32;70%;93%;;59;1469;Normal;0.0;;172.1;20274.2;16219.4;2162.6;;;false;0.0;32.0;No weather;
2022-01-27 01:04:10;2022-01-27 07:25:00;70%;93%;;56;1864;Normal;0.0;;299.7;22849.2;19955.0;457.0;;;false;0.0;32.0;No weather;
2022-01-27 23:43:07;2022-01-28 07:02:41;75%;89%;;59;2615;Normal;0.0;;158.3;26373.4;23911.9;2461.5;;;false;0.0;32.0;No weather;
2022-01-29 00:22:50;2022-01-29 08:00:32;71%;89%;;63;2771;Normal;0.0;;449.7;27461.7;22518.6;4943.1;;;false;0.0;32.0;No weather;
2022-01-30 01:41:13;2022-01-30 09:37:32;82%;83%;;61;3805;Normal;0.0;;277.1;28578.5;25530.1;571.6;;;false;0.0;32.0;No weather;
2022-02-01 01:30:48;2022-02-01 07:30:32;62%;78%;;57;3309;Normal;0.0;;206.1;21584.3;20505.0;1079.2;;;false;0.0;32.0;No weather;
2022-02-02 01:39:27;2022-02-02 08:35:50;71%;85%;;65;1204;Normal;0.0;;430.2;24983.3;18654.2;499.7;;;false;0.0;32.0;No weather;
2022-02-02 23:58:12;2022-02-03 08:02:24;90%;86%;;79;1699;Normal;0.0;;277.3;29051.8;25662.4;581.0;;;false;0.0;32.0;No weather;
2022-02-05 01:08:19;2022-02-05 09:25:00;93%;80%;;53;1832;Normal;0.0;;263.8;29801.3;23940.4;2086.1;;;false;0.0;32.0;No weather;
2022-02-06 01:23:39;2022-02-06 09:43:05;74%;87%;;57;2595;Normal;0.0;;487.4;29966.8;27669.3;599.3;;;false;0.0;32.0;No weather;
2022-02-07 01:08:39;2022-02-07 08:37:47;75%;92%;;58;2712;Normal;0.0;;384.5;26948.8;22726.8;539.0;;;false;0.0;32.0;No weather;
2022-02-08 00:32:01;2022-02-08 07:33:06;67%;90%;;55;1636;Normal;0.0;;425.2;25265.8;21223.2;1768.6;;;false;0.0;32.0;No weather;
2022-02-10 00:15:56;2022-02-10 07:32:42;74%;92%;;54;2311;Normal;0.0;;368.6;26206.3;23061.5;524.1;;;false;0.0;32.0;No weather;
2022-02-10 23:51:10;2022-02-11 07:30:32;82%;97%;;116;1823;Normal;0.0;;315.0;27562.3;24714.2;551.2;;;false;0.0;32.0;No weather;
2022-02-12 00:19:02;2022-02-12 06:41:52;59%;93%;;55;4550;Normal;0.0;;454.7;22970.2;21056.0;459.4;;;false;0.0;32.0;No weather;
2022-02-13 22:29:18;2022-02-14 05:30:49;64%;82%;;59;4583;Normal;0.0;;460.0;25290.9;18293.8;6997.2;;;false;0.0;32.0;No weather;
2022-02-15 23:12:57;2022-02-16 06:00:38;78%;90%;;59;3422;Normal;0.0;;253.2;24460.3;21035.9;3424.4;;;false;0.0;32.0;No weather;
2022-02-22 00:26:57;2022-02-22 07:05:16;71%;0%;;57;2385;Normal;0.0;;326.1;23899.2;20473.6;1911.9;;;false;0.0;32.0;No weather;
2022-02-24 02:37:25;2022-02-24 07:58:13;57%;75%;;59;1413;Normal;0.0;;331.5;19248.3;14179.6;3143.9;;;false;0.0;32.0;No weather;
2022-02-25 00:17:36;2022-02-25 07:32:21;67%;76%;;54;1395;Normal;0.0;;447.7;26085.1;21128.9;4956.2;;;false;0.0;32.0;No weather;
2022-02-27 14:54:35;2022-02-27 15:40:29;8%;-46%;Good;64;2017;Normal;97.9;Yakima;0.0;2753.8;0.0;0.0;2022-02-27 15:20:00;2022-02-27 15:20:00;true;0.0;32.0;No weather;
2022-02-28 00:21:37;2022-02-28 07:38:30;75%;99%;;54;2782;Normal;0.0;;336.4;26212.5;22717.5;2009.6;;;false;0.0;32.0;No weather;
2022-03-01 00:56:39;2022-03-01 08:04:53;73%;91%;;47;1783;Normal;0.0;;383.8;25693.7;22353.5;513.9;;;false;0.0;32.0;No weather;
2022-03-04 02:39:11;2022-03-04 08:00:31;55%;85%;;65;1279;Normal;0.0;;632.2;19280.5;15231.6;385.6;;;false;0.0;32.0;No weather;
2022-03-07 00:28:47;2022-03-07 08:16:16;86%;80%;;59;1355;Normal;0.0;;300.3;28049.1;23841.7;561.0;;;false;0.0;32.0;No weather;
2022-03-11 00:10:32;2022-03-11 07:30:32;83%;0%;;59;1380;Normal;0.0;;271.5;26400.8;21208.7;1672.1;;;false;0.0;32.0;No weather;
2022-03-13 04:06:44;2022-03-13 08:36:57;46%;75%;;58;3336;Normal;0.0;;257.8;16212.9;14375.5;1837.5;;;false;0.0;32.0;No weather;
2022-03-13 23:15:20;2022-03-14 06:51:07;83%;64%;;54;2944;Normal;0.0;;307.9;27346.7;23700.5;3646.2;;;false;0.0;32.0;No weather;
2022-03-15 00:06:11;2022-03-15 07:30:18;80%;66%;;59;3478;Normal;0.0;;313.0;26646.9;24071.0;532.9;;;false;0.0;32.0;No weather;
2022-03-16 00:24:34;2022-03-16 07:00:31;76%;75%;;53;3038;Normal;0.0;;252.4;23756.7;20589.2;1821.3;;;false;0.0;32.0;No weather;
2022-03-17 00:29:14;2022-03-17 07:32:43;75%;89%;;58;1878;Normal;0.0;;332.8;25408.3;23629.8;1778.6;;;false;0.0;32.0;No weather;
2022-03-20 03:18:47;2022-03-20 09:48:52;67%;58%;;63;3233;Normal;0.0;;363.1;23405.4;19036.4;468.1;;;false;0.0;32.0;No weather;
2022-03-22 00:55:05;2022-03-22 07:30:41;73%;61%;;58;3347;Normal;0.0;;287.6;23736.4;20729.8;3006.6;;;false;0.0;32.0;No weather;
2022-03-23 02:31:51;2022-03-23 08:31:31;71%;69%;;63;6461;Normal;0.0;;225.2;21579.9;16832.3;2877.3;;;false;0.0;32.0;No weather;
2022-03-24 01:06:21;2022-03-24 08:55:01;80%;81%;;54;2642;Normal;0.0;;442.0;28120.6;26808.3;1312.3;;;false;0.0;32.0;No weather;
2022-04-08 22:10:12;2022-04-09 06:39:08;87%;0%;;58;2302;Normal;0.0;;481.1;30536.4;26770.2;610.7;;;false;0.0;32.0;No weather;
2022-04-13 00:21:02;2022-04-13 07:50:32;77%;0%;;54;1897;Normal;0.0;;395.0;26969.9;23553.7;1528.3;;;false;0.0;32.0;No weather;
2022-04-14 01:14:51;2022-04-14 07:54:21;71%;92%;;0;2669;Normal;0.0;;318.6;23970.3;17498.3;2956.3;;;false;0.0;32.0;No weather;
2022-04-15 00:16:09;2022-04-15 08:12:31;82%;91%;;60;2258;Normal;0.0;;465.3;28582.1;25628.6;571.6;;;false;0.0;32.0;No weather;
2022-04-16 00:10:02;2022-04-16 08:31:00;86%;93%;;63;3946;Normal;0.0;;361.2;30058.0;27052.2;601.2;;;false;0.0;32.0;No weather;
2022-04-18 01:14:42;2022-04-18 08:31:49;75%;94%;;0;1943;Normal;0.0;;822.9;26227.5;20195.2;2447.9;;;false;0.0;32.0;No weather;
2022-04-20 01:02:40;2022-04-20 06:38:07;58%;83%;;0;2398;Normal;0.0;;423.7;20126.1;14490.8;2884.7;;;false;0.0;32.0;No weather;
2022-04-20 23:49:56;2022-04-21 06:39:11;70%;86%;;50;6493;Normal;0.0;;304.0;24555.5;20626.6;3928.9;;;false;0.0;32.0;No weather;
2022-04-22 00:45:06;2022-04-22 08:06:37;80%;85%;;0;2115;Normal;0.0;;302.3;26491.4;23489.1;971.4;;;false;0.0;32.0;No weather;
2022-04-27 00:39:17;2022-04-27 07:57:27;75%;0%;;55;2622;Normal;0.0;;555.1;26290.6;21558.3;1489.8;;;false;0.0;32.0;No weather;
2022-05-03 00:52:39;2022-05-03 07:37:48;69%;0%;;55;1962;Normal;0.0;;294.4;24308.9;19204.1;2430.9;;;false;0.0;32.0;No weather;
2022-05-04 00:45:27;2022-05-04 08:30:31;74%;92%;;52;3114;Normal;0.0;;438.0;27904.2;25299.8;558.1;;;false;0.0;32.0;No weather;
2022-05-05 00:12:22;2022-05-05 06:05:22;61%;83%;;0;1732;Normal;0.0;;263.1;21180.2;18779.8;423.6;;;false;0.0;32.0;No weather;
2022-05-05 23:49:53;2022-05-06 07:00:50;71%;85%;;56;2626;Normal;0.0;;398.6;25856.2;21633.0;517.1;;;false;0.0;32.0;No weather;
2022-05-08 23:02:42;2022-05-09 05:40:11;60%;82%;;0;3953;Normal;0.0;;478.6;23849.7;20510.8;3339.0;;;false;0.0;32.0;No weather;
2022-05-11 01:25:52;2022-05-11 06:51:30;56%;70%;;0;2053;Normal;0.0;;365.4;19538.3;19147.5;390.8;;;false;0.0;32.0;No weather;
2022-05-12 01:35:58;2022-05-12 07:02:22;61%;84%;;59;1697;Normal;0.0;;280.6;19583.4;17102.8;979.2;;;false;0.0;32.0;No weather;
2022-05-13 04:05:04;2022-05-13 06:46:03;29%;87%;Good;0;2500;Normal;97.8;Yakima;14.7;9659.5;5988.9;3670.6;2022-05-13 06:15:00;2022-05-13 06:45:00;true;0.0;36.3;Fair;Ate late:Good day:Late Night Gaming:Tired
2022-05-15 23:40:03;2022-05-16 06:31:23;66%;61%;;64;2666;Normal;0.0;;425.4;24680.0;22047.5;2632.5;;;false;0.0;32.0;No weather;
2022-05-18 01:23:57;2022-05-18 06:06:15;48%;82%;;59;1929;Normal;0.0;;497.2;16938.3;14962.2;338.8;;;false;0.0;32.0;No weather;
2022-05-19 01:34:07;2022-05-19 06:34:51;41%;88%;;52;1025;Normal;0.0;;568.1;18043.6;17682.7;360.9;;;false;0.0;32.0;No weather;
2022-05-19 23:50:55;2022-05-20 06:45:10;71%;89%;;57;1941;Normal;0.0;;263.9;24855.3;22204.1;2651.2;;;false;0.0;32.0;No weather;
2022-05-22 02:47:35;2022-05-22 08:47:58;62%;71%;Good;0;1727;Normal;98.1;Yakima;18.2;21623.0;18956.2;1441.5;2022-05-22 08:40:00;2022-05-22 09:10:00;true;60.0;41.5;Sunny;Stressful day:Tired
2022-05-23 00:10:44;2022-05-23 06:54:20;70%;60%;;58;2780;Normal;0.0;;354.0;24216.1;22036.7;484.3;;;false;0.0;32.0;No weather;
2022-05-26 01:58:09;2022-05-26 06:35:10;47%;82%;;52;2121;Normal;0.0;;281.2;16620.6;12520.8;2548.5;;;false;0.0;32.0;No weather;
2022-05-28 00:14:30;2022-05-28 07:51:53;78%;75%;;60;2254;Normal;0.0;;390.1;27443.0;24973.1;548.9;;;false;0.0;32.0;No weather;
2022-05-29 22:25:10;2022-06-01 03:20:58;92%;47%;;0;0;Normal;97.2;;0.0;190548.0;186737.1;3811.0;2022-05-30 06:00:00;2022-05-30 06:30:00;false;0.0;54.5;Partly cloudy;
2022-06-02 00:31:16;2022-06-02 08:00:10;75%;44%;;59;6430;Normal;0.0;;387.8;26934.1;21637.1;1436.5;;;false;0.0;32.0;No weather;
2022-06-04 01:05:42;2022-06-04 06:45:58;60%;85%;;63;3091;Normal;0.0;;345.3;20416.2;17149.6;3266.6;;;false;0.0;32.0;No weather;
2022-06-07 23:37:53;2022-06-08 06:56:16;74%;0%;;59;3041;Normal;0.0;;384.4;26303.4;24111.4;2191.9;;;false;0.0;32.0;No weather;
2022-06-08 23:33:32;2022-06-09 07:08:19;69%;98%;;56;3235;Normal;0.0;;471.7;27286.7;23011.8;2910.6;;;false;0.0;32.0;No weather;
2022-06-10 02:33:24;2022-06-10 07:03:10;46%;86%;;55;2224;Normal;0.0;;374.9;16186.4;11816.1;2967.5;;;false;0.0;32.0;No weather;
2022-06-13 23:55:00;2022-06-14 06:30:58;68%;0%;;55;2810;Normal;0.0;;324.9;23757.9;20511.0;3246.9;;;false;0.0;32.0;No weather;
2022-06-15 00:07:46;2022-06-15 06:45:00;70%;96%;;0;2063;Normal;0.0;;337.0;23834.0;19623.3;2065.6;;;false;0.0;32.0;No weather;
2022-06-20 01:48:24;2022-06-20 08:00:31;68%;0%;;54;1807;Normal;0.0;;304.6;22326.9;17191.7;2456.0;;;false;0.0;32.0;No weather;
2022-06-21 02:23:21;2022-06-21 06:43:39;45%;84%;Good;63;2048;Normal;98.1;Yakima;8.8;15618.5;12546.9;885.1;2022-06-21 06:15:00;2022-06-21 06:45:00;true;1087.6;52.5;Sunny;Good day:Late Night TV:Tired
2022-06-23 02:58:49;2022-06-23 08:18:10;55%;83%;;61;4024;Normal;0.0;;297.2;19161.3;13476.8;383.2;;;false;0.0;32.0;No weather;
2022-06-28 01:43:29;2022-06-28 07:01:10;54%;0%;;45;3996;Normal;0.0;;567.0;19060.8;16328.7;1270.7;;;false;0.0;32.0;No weather;
2022-07-08 00:17:00;2022-07-08 07:47:48;79%;0%;;72;1441;Normal;0.0;;349.6;27047.4;23801.7;1983.5;;;false;0.0;32.0;No weather;
2022-07-12 00:35:16;2022-07-12 07:55:01;66%;0%;;52;3540;Normal;0.0;;485.5;26385.2;22603.3;527.7;;;false;0.0;32.0;No weather;
2022-07-14 00:36:31;2022-07-14 07:27:37;71%;96%;;53;1767;Normal;0.0;;365.8;24665.9;21870.5;1068.9;;;false;0.0;32.0;No weather;
2022-07-20 00:18:38;2022-07-20 06:30:58;64%;0%;;53;1797;Normal;0.0;;401.2;22339.5;20254.4;2085.0;;;false;0.0;32.0;No weather;
2022-07-21 02:29:31;2022-07-21 09:02:37;63%;61%;;74;3981;Normal;0.0;;435.0;23586.4;19498.1;471.7;;;false;0.0;32.0;No weather;
2022-08-02 01:36:22;2022-08-02 08:30:47;71%;0%;;56;2188;Normal;0.0;;644.1;24864.5;22378.1;497.3;;;false;0.0;32.0;No weather;
2022-08-06 01:43:26;2022-08-06 06:49:24;49%;0%;;59;3993;Normal;0.0;;434.9;18358.7;16400.5;1958.3;;;false;0.0;32.0;No weather;
2022-08-06 06:50:31;2022-08-06 07:22:03;7%;-62%;;55;229;Normal;0.0;;0.0;1891.5;0.0;0.0;;;false;0.0;32.0;No weather;
2022-08-23 01:15:23;2022-08-23 06:46:42;50%;0%;;63;5520;Normal;0.0;;479.2;19878.9;17228.4;1192.7;;;false;0.0;32.0;No weather;
2022-08-23 22:49:16;2022-08-24 06:45:10;82%;79%;;52;2225;Normal;0.0;;413.5;28554.7;25794.4;2760.3;;;false;0.0;32.0;No weather;
2022-08-24 23:33:57;2022-08-25 06:41:47;73%;86%;;63;2912;Normal;0.0;;389.2;25669.7;23359.4;513.4;;;false;0.0;32.0;No weather;
2022-08-25 23:47:57;2022-08-26 06:40:10;70%;90%;;58;6628;Normal;0.0;;383.1;24733.4;22012.8;2720.7;;;false;0.0;32.0;No weather;
2022-08-27 23:53:45;2022-08-28 08:30:41;89%;91%;;60;5200;Normal;0.0;;504.5;31015.9;22951.7;620.3;;;false;0.0;32.0;No weather;
2022-09-03 01:07:43;2022-09-03 06:54:37;59%;0%;;52;2419;Normal;0.0;;387.5;20813.8;17136.7;416.3;;;false;0.0;32.0;No weather;
2022-09-29 00:44:36;2022-09-29 07:37:21;71%;0%;;66;2665;Normal;0.0;;530.4;24765.1;20885.2;2641.6;;;false;0.0;32.0;No weather;
2022-10-19 01:59:11;2022-10-19 06:49:44;47%;0%;;59;3355;Normal;0.0;;430.5;17433.2;12028.9;2440.6;;;false;0.0;32.0;No weather;
2022-10-22 01:12:34;2022-10-22 06:50:18;58%;93%;;54;2530;Normal;0.0;;270.4;20263.4;17223.9;3039.5;;;false;0.0;32.0;No weather;
2022-11-22 22:45:49;2022-11-23 07:01:42;85%;0%;;54;1094;Normal;0.0;;393.9;29753.7;26381.6;1091.0;;;false;0.0;32.0;No weather;
2022-11-24 09:58:30;2022-11-24 12:27:20;23%;-52%;;69;6591;Normal;0.0;;661.2;8930.1;6161.8;178.6;;;false;0.0;32.0;No weather;
2022-11-26 03:04:42;2022-11-26 08:50:16;60%;-62%;;60;1187;Normal;0.0;;358.6;20734.3;18660.9;2073.4;;;false;0.0;32.0;No weather;
2022-11-27 02:45:38;2022-11-27 08:56:32;72%;12%;;54;5192;Normal;0.0;;255.9;22254.0;18693.4;445.1;;;false;0.0;32.0;No weather;
2022-11-28 00:10:23;2022-11-28 06:35:08;67%;28%;;53;1860;Normal;0.0;;646.2;23084.9;19391.3;3693.6;;;false;0.0;32.0;No weather;
2022-11-29 01:17:03;2022-11-29 06:13:25;54%;81%;;57;2366;Normal;0.0;;315.9;17781.9;11854.6;2726.6;;;false;0.0;32.0;No weather;
2022-11-29 07:34:09;2022-11-29 10:31:58;31%;21%;;59;2336;Normal;0.0;;402.6;10669.1;5619.1;3449.7;;;false;0.0;32.0;No weather;
2022-11-30 02:43:54;2022-11-30 09:13:05;67%;70%;;60;2650;Normal;0.0;;455.4;23350.7;17279.5;4281.0;;;false;0.0;32.0;No weather;
2022-12-01 00:56:39;2022-12-01 09:15:59;81%;78%;;60;1618;Normal;0.0;;585.3;29959.7;26664.2;599.2;;;false;0.0;32.0;No weather;
2022-12-02 02:14:18;2022-12-02 07:23:47;53%;74%;;52;1386;Normal;0.0;;409.1;18569.8;15289.1;3280.7;;;false;0.0;32.0;No weather;
2022-12-02 08:18:27;2022-12-02 10:53:27;23%;27%;;69;1440;Normal;0.0;;815.5;9300.0;7347.0;186.0;;;false;0.0;32.0;No weather;
2022-12-03 02:56:41;2022-12-03 07:50:44;55%;83%;;54;1049;Normal;0.0;;382.8;17643.7;15173.6;999.8;;;false;0.0;32.0;No weather;
2022-12-04 00:38:33;2022-12-04 08:38:27;81%;79%;;62;3539;Normal;0.0;;385.4;28793.7;27066.1;1727.6;;;false;0.0;32.0;No weather;
2022-12-05 01:00:46;2022-12-05 08:47:28;77%;87%;;99;2191;Normal;0.0;;403.5;28002.9;21562.2;3733.7;;;false;0.0;32.0;No weather;
2022-12-06 01:33:36;2022-12-06 10:22:14;99%;84%;;71;1085;Normal;0.0;;381.3;31717.6;29708.8;634.4;;;false;0.0;32.0;No weather;
2022-12-07 01:48:42;2022-12-07 09:10:27;76%;89%;Good;59;1402;Normal;97.9;Yakima;86.5;26504.4;23323.9;3180.5;2022-12-07 09:00:00;2022-12-07 09:30:00;true;674.6;27.7;Fair;Sick:Stressful day:Tea - During Day:Tired
2022-12-08 01:30:04;2022-12-08 09:12:07;82%;89%;;73;1872;Normal;0.0;;460.2;27723.7;24119.7;1108.9;;;false;0.0;32.0;No weather;
2022-12-09 00:40:14;2022-12-09 09:03:10;86%;92%;Good;60;1734;Normal;97.2;Yakima;59.8;30176.8;25750.9;603.5;2022-12-09 09:00:00;2022-12-09 09:30:00;true;600.0;25.0;Fair;Sick:Stressful day:Tired
2022-12-10 01:24:35;2022-12-10 09:46:04;85%;92%;;59;1950;Normal;0.0;;388.7;30088.6;27180.1;1203.5;;;false;0.0;32.0;No weather;
2022-12-11 02:21:29;2022-12-11 10:11:53;77%;89%;;59;1550;Normal;0.0;;417.5;28224.1;23237.8;3386.9;;;false;0.0;32.0;No weather;
2022-12-12 00:19:12;2022-12-12 08:23:53;83%;81%;;60;1586;Normal;0.0;;565.7;29081.0;25688.2;1260.2;;;false;0.0;32.0;No weather;
2022-12-13 03:26:38;2022-12-13 09:47:17;65%;73%;;63;2353;Normal;0.0;;490.4;22839.0;19793.8;456.8;;;false;0.0;32.0;No weather;
2022-12-14 01:46:11;2022-12-14 08:52:18;66%;70%;;62;1673;Normal;0.0;;628.6;25566.7;19430.7;4175.9;;;false;0.0;32.0;No weather;
2022-12-15 01:05:10;2022-12-15 07:13:55;65%;74%;;59;3280;Normal;0.0;;473.2;22125.0;17995.0;442.5;;;false;0.0;32.0;No weather;
2022-12-16 02:26:37;2022-12-16 10:21:37;51%;74%;;64;2064;Normal;0.0;;1367.1;28500.0;24605.0;570.0;;;false;0.0;32.0;No weather;
2022-12-19 03:06:56;2022-12-19 09:01:08;61%;83%;;60;6221;Normal;0.0;;491.5;21252.0;19410.2;425.0;;;false;0.0;32.0;No weather;
2022-12-21 00:28:48;2022-12-21 06:42:31;70%;59%;;100;4425;Normal;0.0;;343.0;22422.5;19881.3;1494.8;;;false;0.0;32.0;No weather;
